analitico_registro,analitico_humedad,analitico_s,analitico_t,analitico_ph_pasta,analitico_ph_h2o,analitico_ph_kcl,analitico_resistencia_pasta,analitico_base_ca,analitico_base_mg,analitico_base_k,analitico_base_na,analitico_arcilla,analitico_carbono_organico_c,analitico_carbono_organico_n,analitico_limo_2_20,analitico_limo_2_50,analitico_arena_muy_fina,analitico_arena_fina,analitico_arena_media,analitico_arena_gruesa,analitico_arena_muy_gruesa,analitico_arena_total,analitico_gravas,analitico_ca_co3,analitico_agua_15_atm,analitico_agua_util,analitico_conductividad,analitico_h,analitico_saturacion_t,analitico_saturacion_s_h,analitico_densidad_aparente,analitico_profundidad_muestra,analitico_agua_3_atm,analitico_carbono_organico_cn,analitico_base_al,analitico_p_ppm,barnices,co3,color_humedo_hvc,color_seco_hvc,concreciones,consistencia_en_seco,consistencia_en_humedo,consistencia_adhesividad,consistencia_plasticidad,estructura_tipo,estructura_clase,estructura_grado,formaciones_especiales,horizonte,humedad,id,limite_tipo,limite_forma,moteados,perfil_id,perfil_numero,perfil_profundidad_napa,perfil_cobertura_vegetal,perfil_material_original,perfil_modal,perfil_fecha,perfil_vegetacion_o_cultivos,perfil_observaciones,perfil_publico,perfil_capacidad_subclases,perfil_capacidad_clase,perfil_ubicacion_descripcion,perfil_ubicacion_recorrido,perfil_ubicacion_mosaico,perfil_ubicacion_aerofoto,perfil_ubicacion_latitud,perfil_ubicacion_longitud,perfil_paisaje_tipo,perfil_paisaje_forma,perfil_paisaje_simbolo,perfil_humedad_subclases,perfil_humedad_clase,perfil_erosion_clase,perfil_erosion_subclase,perfil_pedregosidad_clase,perfil_pedregosidad_subclase,perfil_serie_nombre,perfil_serie_simbolo,perfil_serie_descripcion,perfil_serie_provincia,perfil_grupo_codigo,perfil_grupo_descripcion,perfil_fase_codigo,perfil_fase_nombre,perfil_sales,perfil_uso_de_la_tierra,perfil_relieve,perfil_permeabilidad,perfil_escurrimiento,perfil_pendiente,perfil_anegamiento,perfil_drenaje,perfil_posicion,ph,profundidad_inferior,profundidad_superior,raices,textura
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,suelto,NA,no adhesivo,NA,masiva,NA,NA,Gravillas,CAPA,NA,15153,NA,NA,NA,3335,AM 14,NA,20,Fluvio Eólico,no modal,2017-05-26,Arbustal bajo y Oivos,"Zona tradicional Olivícola con destino a olivo de mesa. Producción bajo Riego total, preferentemente de tipo presurizado por goteo debido al elevado porcentaje de arenas medias y gruesas presentes en el perfil. Propietario: Maria Brizuela -  Proyecto INTA-CFI 2017",true,NA,NA,"Sobre Ruta 60  a 4,5 km al Sureste de Va. Mazán",NA,NA,NA,-28.684194,-66.499778,NA,NA,NA,NA,NA,moderada,eólica,NA,NA,Va. Mazán AM14,NA,NA,La Rioja,NA,NA,NA,NA,clase 0,frutícola,normal,NA,medio,0 - 1%,NA,clase 5,pendiente,NA,100,0,NA,arenoso
4382,NA,18.37,NA,NA,5.82,5,NA,13.87,4.07,0.16,0.27,12.8,1.47,NA,25.1,30.6,1.9,6.7,11.5,26.2,10.3,NA,NA,NA,NA,NA,NA,NA,NA,78.6,NA,0-26,NA,NA,0.05,4,NA,NA,5 YR 3/2,5 YR 3/2,NA,NA,friable,adhesivo,plástico,NA,NA,NA,NA,A1,H,21567,claro,suave,NA,4836,66,NA,60,Basalto,no modal,1988-05-21,"Espastillar, Urunday","40% gravas gruesas mas 40% grava fina y gravilla.
Hz A1: textura: gravillosa.

Datos analíticos: Fe2O3 (%):
A1: 1.92 -",true,NA,NA,"A 8.5 km de ruta nac n°12 , por ruta prov 204, hacia profundidad y a 1500 m de éste",NA,NA,NA,-27.541517,-55.713883,NA,NA,NA,húmedo,uniforme,moderada,hídrica,pedregosidad,grado 2,Profundidad,NA,NA,Misiones,NA,Hapludol lítico,NA,NA,clase 0,ganadero,normal,lenta,rápido,3 - 10%,clase 5,clase 4,media loma alta,5.8,26,0,++,franco arenoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,R,,21568,,,NA,4836,66,NA,60,Basalto,no modal,1988-05-21,"Espastillar, Urunday","40% gravas gruesas mas 40% grava fina y gravilla.
Hz A1: textura: gravillosa.

Datos analíticos: Fe2O3 (%):
A1: 1.92 -",true,NA,NA,"A 8.5 km de ruta nac n°12 , por ruta prov 204, hacia profundidad y a 1500 m de éste",NA,NA,NA,-27.541517,-55.713883,NA,NA,NA,húmedo,uniforme,moderada,hídrica,pedregosidad,grado 2,Profundidad,NA,NA,Misiones,NA,Hapludol lítico,NA,NA,clase 0,ganadero,normal,lenta,rápido,3 - 10%,clase 5,clase 4,media loma alta,NA,36,26,,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,3828,NA,NA,NA,945,945,NA,40,NA,no modal,2006-01-01,NA,"Fresco - La clasificación de este perfil se obtuvo del mapa taxonómico de INTA 1990, y no se realizó con datos de perfil, por lo que es orientativa",true,NA,NA,NA,Constitución 10,NA,NA,-33.169599,-68.46145,NA,NA,NA,NA,NA,NA,NA,NA,NA,Constitución ,NA,NA,Mendoza,NA,Torripsamentes tipico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,II,NA,3829,NA,NA,NA,945,945,NA,40,NA,no modal,2006-01-01,NA,"Fresco - La clasificación de este perfil se obtuvo del mapa taxonómico de INTA 1990, y no se realizó con datos de perfil, por lo que es orientativa",true,NA,NA,NA,Constitución 10,NA,NA,-33.169599,-68.46145,NA,NA,NA,NA,NA,NA,NA,NA,NA,Constitución ,NA,NA,Mendoza,NA,Torripsamentes tipico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,105,NA,NA
14671,29.1,23,27.6,5.8,6.4,5.3,2564,14.6,4.3,3.6,0.5,26.8,4.96,0.448,18.5,38.5,33.9,0.8,NA,NA,NA,NA,NA,0,NA,NA,NA,13.1,83,64,NA,5-14,NA,11,NA,NA,,,10YR 2/1,10YR 3/2,,duro,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,,galerías lombrices,A1,seco/fresco,32661,claro,suave,,7175,12/2403 C,NA,100,NA,no modal,1971-12-02,"Ray Grass, Pasto ovillo, Manzanilla, Cardo.","Carga: Juan C. de la Fuente. 21/01/2021.

Napa: > 125 cm.

Observaciones: El horizonte A2 puede ser un A y B. El horizonte Cxca, color parte calcáreo, en húmedo 7.5YR 6/4.",true,sw,NA,"Estancia Los Dos Hermanos, a 17,1 km al N de Tandil",IIR 376,3760-23-4,98,-37.17296,-59.127286,Transición al derrame,loma extendida,NA,"seco, fresco",uniforme,nula,NA,NA,grado 0,Napaleofú,Np,"Es un suelo oscuro, profundo, caracterizado por ser hidromórfico, aptitud ganadera, vinculado a un paisaje plano con bajos en la posición bajo cóncavo (cubeta), dentro de la Subregión Sierra y Pedemonte de Tandilia, pobremente drenado, formado sobre depósitos loéssicos finos, no alcalino, con pendiente de 0,0 - 0,5 %.",Buenos Aires,NA,Argialbol ? fina,NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,loma,6.5,17,0,muy abundantes,franco
14672,19,15.4,13.8,6,6.8,5.6,6468,9.3,3.2,2.5,0.4,23.4,1.19,0.114,14.2,36.3,37.3,3,NA,NA,NA,NA,NA,0,NA,NA,NA,5.6,100,74,NA,20-26,NA,10,NA,NA,,,7.5YR 4/2,7.5YR 6/2,,duro,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,detritos líticos ,A2?,seco/fresco,32662,abrupto,suave,c f p,7175,12/2403 C,NA,100,NA,no modal,1971-12-02,"Ray Grass, Pasto ovillo, Manzanilla, Cardo.","Carga: Juan C. de la Fuente. 21/01/2021.

Napa: > 125 cm.

Observaciones: El horizonte A2 puede ser un A y B. El horizonte Cxca, color parte calcáreo, en húmedo 7.5YR 6/4.",true,sw,NA,"Estancia Los Dos Hermanos, a 17,1 km al N de Tandil",IIR 376,3760-23-4,98,-37.17296,-59.127286,Transición al derrame,loma extendida,NA,"seco, fresco",uniforme,nula,NA,NA,grado 0,Napaleofú,Np,"Es un suelo oscuro, profundo, caracterizado por ser hidromórfico, aptitud ganadera, vinculado a un paisaje plano con bajos en la posición bajo cóncavo (cubeta), dentro de la Subregión Sierra y Pedemonte de Tandilia, pobremente drenado, formado sobre depósitos loéssicos finos, no alcalino, con pendiente de 0,0 - 0,5 %.",Buenos Aires,NA,Argialbol ? fina,NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,loma,6.5,29,17,muy abundantes,franco limoso
14673,34.3,26.5,28.4,6.4,7.2,5.3,3373,13.1,9.4,3.3,0.7,47.8,0.35,0.058,9.5,24.3,26.9,1,NA,NA,NA,NA,NA,0,NA,NA,NA,5.8,93,82,NA,34-55,NA,6,NA,NA,Clhm +++,,7.5YR 3/2,7.5YR 4/4,,extremadamente duro,firme,adhesivo,plástico,prismas compuestos regulares,gruesos,fuerte,detritos líticos,B2,seco/fresco,32663,claro,ondulado,c f p,7175,12/2403 C,NA,100,NA,no modal,1971-12-02,"Ray Grass, Pasto ovillo, Manzanilla, Cardo.","Carga: Juan C. de la Fuente. 21/01/2021.

Napa: > 125 cm.

Observaciones: El horizonte A2 puede ser un A y B. El horizonte Cxca, color parte calcáreo, en húmedo 7.5YR 6/4.",true,sw,NA,"Estancia Los Dos Hermanos, a 17,1 km al N de Tandil",IIR 376,3760-23-4,98,-37.17296,-59.127286,Transición al derrame,loma extendida,NA,"seco, fresco",uniforme,nula,NA,NA,grado 0,Napaleofú,Np,"Es un suelo oscuro, profundo, caracterizado por ser hidromórfico, aptitud ganadera, vinculado a un paisaje plano con bajos en la posición bajo cóncavo (cubeta), dentro de la Subregión Sierra y Pedemonte de Tandilia, pobremente drenado, formado sobre depósitos loéssicos finos, no alcalino, con pendiente de 0,0 - 0,5 %.",Buenos Aires,NA,Argialbol ? fina,NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,loma,6.5,60,29,abundantes,arcilloso
14674,24.4,21.3,18.9,7.2,7.8,6.1,2518,10.8,6.7,2.4,1.4,30.7,0.11,NA,9.9,28.7,39.6,1,NA,NA,NA,NA,NA,0,NA,NA,NA,1.9,100,92,NA,65-90,NA,NA,NA,NA,Clhm ++,,7.5YR 4/4,7.5YR 5/4,,duro,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,gruesos,débil,"detritos líticos, antigua estructura columnar",B3,seco/fresco,32664,claro,suave,s g m,7175,12/2403 C,NA,100,NA,no modal,1971-12-02,"Ray Grass, Pasto ovillo, Manzanilla, Cardo.","Carga: Juan C. de la Fuente. 21/01/2021.

Napa: > 125 cm.

Observaciones: El horizonte A2 puede ser un A y B. El horizonte Cxca, color parte calcáreo, en húmedo 7.5YR 6/4.",true,sw,NA,"Estancia Los Dos Hermanos, a 17,1 km al N de Tandil",IIR 376,3760-23-4,98,-37.17296,-59.127286,Transición al derrame,loma extendida,NA,"seco, fresco",uniforme,nula,NA,NA,grado 0,Napaleofú,Np,"Es un suelo oscuro, profundo, caracterizado por ser hidromórfico, aptitud ganadera, vinculado a un paisaje plano con bajos en la posición bajo cóncavo (cubeta), dentro de la Subregión Sierra y Pedemonte de Tandilia, pobremente drenado, formado sobre depósitos loéssicos finos, no alcalino, con pendiente de 0,0 - 0,5 %.",Buenos Aires,NA,Argialbol ? fina,NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,loma,7,95,60,abundantes,franco
14675,21.4,NA,21.4,7.9,8.8,6.9,2148,NA,NA,2.5,3.1,25.3,0.06,NA,12.4,31.9,40.8,2,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,97-105,NA,NA,NA,NA,,,7.5YR 5/4,,,,friable,ligeramente adhesivo,ligeramente plástico,masiva,,,,C1,fresco,32665,abrupto,ondulado,a m p,7175,12/2403 C,NA,100,NA,no modal,1971-12-02,"Ray Grass, Pasto ovillo, Manzanilla, Cardo.","Carga: Juan C. de la Fuente. 21/01/2021.

Napa: > 125 cm.

Observaciones: El horizonte A2 puede ser un A y B. El horizonte Cxca, color parte calcáreo, en húmedo 7.5YR 6/4.",true,sw,NA,"Estancia Los Dos Hermanos, a 17,1 km al N de Tandil",IIR 376,3760-23-4,98,-37.17296,-59.127286,Transición al derrame,loma extendida,NA,"seco, fresco",uniforme,nula,NA,NA,grado 0,Napaleofú,Np,"Es un suelo oscuro, profundo, caracterizado por ser hidromórfico, aptitud ganadera, vinculado a un paisaje plano con bajos en la posición bajo cóncavo (cubeta), dentro de la Subregión Sierra y Pedemonte de Tandilia, pobremente drenado, formado sobre depósitos loéssicos finos, no alcalino, con pendiente de 0,0 - 0,5 %.",Buenos Aires,NA,Argialbol ? fina,NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,loma,7.5,108,95,escasas,
14676,19.7,NA,19,8.3,9.3,7.5,2241,NA,NA,2.4,3.1,17.2,NA,NA,12.6,33.8,42.7,1.7,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,110-140,NA,NA,NA,NA,,Ca +++,7.5YR 4/4,,+ CO3Ca,,,,,,,,calcáreos distribuidos en bandas y lentes,Cxca,fresco,32666,,,a m p,7175,12/2403 C,NA,100,NA,no modal,1971-12-02,"Ray Grass, Pasto ovillo, Manzanilla, Cardo.","Carga: Juan C. de la Fuente. 21/01/2021.

Napa: > 125 cm.

Observaciones: El horizonte A2 puede ser un A y B. El horizonte Cxca, color parte calcáreo, en húmedo 7.5YR 6/4.",true,sw,NA,"Estancia Los Dos Hermanos, a 17,1 km al N de Tandil",IIR 376,3760-23-4,98,-37.17296,-59.127286,Transición al derrame,loma extendida,NA,"seco, fresco",uniforme,nula,NA,NA,grado 0,Napaleofú,Np,"Es un suelo oscuro, profundo, caracterizado por ser hidromórfico, aptitud ganadera, vinculado a un paisaje plano con bajos en la posición bajo cóncavo (cubeta), dentro de la Subregión Sierra y Pedemonte de Tandilia, pobremente drenado, formado sobre depósitos loéssicos finos, no alcalino, con pendiente de 0,0 - 0,5 %.",Buenos Aires,NA,Argialbol ? fina,NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,loma,8.8,140,108,escasas,
27575,21.4,21.1,23.3,5.9,6.4,5.5,2524,15.4,4.1,1,0.6,18.9,3.08,0.306,22.1,54.2,25,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,91,79,NA,0-7,NA,10,NA,NA,,,10YR 3/2,10YR 4/2,,blando,friable,no adhesivo,no plástico,migajosa,medios,débil,NA,A1,S,14917,claro,suave,,3290,E4,NA,100,Aluvial local estratificado,modal,1981-10-28,"Bosque muy alto abierto, maderable de 2-3 estratos",NA,true,es,III,"5,5 km al S de la localidad de Los Matacos",R4,7,288,-25.546311,-59.442317,Media loma tendida,NA,NA,"seco, fresco",no uniforme,moderada,hídrica,pedregosidad,grado 0,Zapla,Za,NA,Formosa,NA,"Natrustalf mólico, limosa fina, mixta, hipertérmica",NA,NA,clase 1,NA,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma,5.5,7,0,3,franco limoso
27576,17,21.1,18.2,6.3,6.7,5.6,4861,11.6,8.3,0.9,0.3,19.6,1.9,0.165,27.6,54.7,25,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,100,84,NA,7-22,NA,12,NA,NA,,,10YR 4/2,10YR 6/2,,ligeramente duro,friable,no adhesivo,no plástico,migajosa,gruesos,moderado,NA,A21,S,14918,claro,suave,,3290,E4,NA,100,Aluvial local estratificado,modal,1981-10-28,"Bosque muy alto abierto, maderable de 2-3 estratos",NA,true,es,III,"5,5 km al S de la localidad de Los Matacos",R4,7,288,-25.546311,-59.442317,Media loma tendida,NA,NA,"seco, fresco",no uniforme,moderada,hídrica,pedregosidad,grado 0,Zapla,Za,NA,Formosa,NA,"Natrustalf mólico, limosa fina, mixta, hipertérmica",NA,NA,clase 1,NA,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma,5.6,22,7,3,franco limoso
27577,18.3,14.1,13.8,6.3,6.7,5.7,4674,9.9,2.9,0.9,0.4,6.1,1.16,0.089,23,49.9,27.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,100,79,NA,22-40,NA,13,NA,NA,,,7.5YR 4/2,7.5YR 6/2,,ligeramente duro,friable,no adhesivo,no plástico,migajosa,gruesos,moderado,NA,A22,S,14919,claro,suave,EDF,3290,E4,NA,100,Aluvial local estratificado,modal,1981-10-28,"Bosque muy alto abierto, maderable de 2-3 estratos",NA,true,es,III,"5,5 km al S de la localidad de Los Matacos",R4,7,288,-25.546311,-59.442317,Media loma tendida,NA,NA,"seco, fresco",no uniforme,moderada,hídrica,pedregosidad,grado 0,Zapla,Za,NA,Formosa,NA,"Natrustalf mólico, limosa fina, mixta, hipertérmica",NA,NA,clase 1,NA,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma,5.7,40,22,3,franco
27578,24,22.1,21.1,6.2,6.7,5.6,1496,10.8,7.9,1.4,2,32.4,0.94,0.103,19.7,47.4,19.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,100,86,NA,40-54,NA,9,NA,NA,R,,7.5YR 3/2,7.5YR 5/2,,duro,firme,adhesivo,plástico,prismas simples regulares,gruesos,fuerte,NA,B2,F,14920,claro,suave,EDF,3290,E4,NA,100,Aluvial local estratificado,modal,1981-10-28,"Bosque muy alto abierto, maderable de 2-3 estratos",NA,true,es,III,"5,5 km al S de la localidad de Los Matacos",R4,7,288,-25.546311,-59.442317,Media loma tendida,NA,NA,"seco, fresco",no uniforme,moderada,hídrica,pedregosidad,grado 0,Zapla,Za,NA,Formosa,NA,"Natrustalf mólico, limosa fina, mixta, hipertérmica",NA,NA,clase 1,NA,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma,5.6,54,40,3,franco arcilloso
27579,25.4,25.1,25.2,6.7,7.3,6,561,11.4,9.1,1.8,2.8,38.5,0.55,0.079,24.7,46.4,14.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.7,99,90,NA,54-67,NA,7,NA,NA,,,5YR 4/6,5YR 5/2,+,duro,firme,adhesivo,plástico,bloques subangulares,medios,fuerte,NA,B31,F,14921,claro,suave,EDF,3290,E4,NA,100,Aluvial local estratificado,modal,1981-10-28,"Bosque muy alto abierto, maderable de 2-3 estratos",NA,true,es,III,"5,5 km al S de la localidad de Los Matacos",R4,7,288,-25.546311,-59.442317,Media loma tendida,NA,NA,"seco, fresco",no uniforme,moderada,hídrica,pedregosidad,grado 0,Zapla,Za,NA,Formosa,NA,"Natrustalf mólico, limosa fina, mixta, hipertérmica",NA,NA,clase 1,NA,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma,6,67,54,3,franco arcillo limoso
27580,22.5,NA,20,7.2,7.3,6.8,402,NA,NA,1.4,1.9,29.1,0.4,0.053,23.3,51,16.9,3,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,67-77,NA,8,NA,NA,,+++,5YR 6/6,5YR 7/6,+,duro,firme,adhesivo,plástico,bloques subangulares,gruesos,moderado,NA,B32ca,F,14922,claro,suave,CDF,3290,E4,NA,100,Aluvial local estratificado,modal,1981-10-28,"Bosque muy alto abierto, maderable de 2-3 estratos",NA,true,es,III,"5,5 km al S de la localidad de Los Matacos",R4,7,288,-25.546311,-59.442317,Media loma tendida,NA,NA,"seco, fresco",no uniforme,moderada,hídrica,pedregosidad,grado 0,Zapla,Za,NA,Formosa,NA,"Natrustalf mólico, limosa fina, mixta, hipertérmica",NA,NA,clase 1,NA,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma,6.8,77,67,3,franco arcillo limoso
27581,19.5,NA,16.6,7.4,7.7,7,402,NA,NA,1.1,3.9,21.8,0.2,NA,28.4,55.8,21.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,77-92,NA,NA,NA,NA,,+++,5YR 6/6,5YR 7/6,,blando,friable,ligeramente adhesivo,ligeramente plástico,masiva,,,NA,C21,F,14923,abrupto,suave,CDF,3290,E4,NA,100,Aluvial local estratificado,modal,1981-10-28,"Bosque muy alto abierto, maderable de 2-3 estratos",NA,true,es,III,"5,5 km al S de la localidad de Los Matacos",R4,7,288,-25.546311,-59.442317,Media loma tendida,NA,NA,"seco, fresco",no uniforme,moderada,hídrica,pedregosidad,grado 0,Zapla,Za,NA,Formosa,NA,"Natrustalf mólico, limosa fina, mixta, hipertérmica",NA,NA,clase 1,NA,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma,7,92,77,1,franco limoso
27582,18.8,NA,6.9,7.7,8,7.4,561,NA,NA,0.9,2.2,15.8,0.11,NA,21,53.7,23.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,92-112,NA,NA,NA,NA,,+++,5YR 5/6,5YR 7/6,,blando,friable,ligeramente adhesivo,ligeramente plástico,masiva,,,NA,C22,F,14924,abrupto,suave,CDF,3290,E4,NA,100,Aluvial local estratificado,modal,1981-10-28,"Bosque muy alto abierto, maderable de 2-3 estratos",NA,true,es,III,"5,5 km al S de la localidad de Los Matacos",R4,7,288,-25.546311,-59.442317,Media loma tendida,NA,NA,"seco, fresco",no uniforme,moderada,hídrica,pedregosidad,grado 0,Zapla,Za,NA,Formosa,NA,"Natrustalf mólico, limosa fina, mixta, hipertérmica",NA,NA,clase 1,NA,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma,7.4,112,92,1,franco limoso
27583,11.2,NA,6.1,8.1,8.5,7.9,NA,NA,NA,0.5,1.8,9.9,0.06,NA,10.1,34.4,50.2,3.9,NA,NA,NA,NA,NA,0.01,NA,NA,7.9,NA,NA,NA,NA,112-131,NA,NA,NA,NA,,+++,5YR 5/8,5YR 7/8,,suelto,suelto,no adhesivo,no plástico,grano suelto,,,NA,IICca,F,14925,,,,3290,E4,NA,100,Aluvial local estratificado,modal,1981-10-28,"Bosque muy alto abierto, maderable de 2-3 estratos",NA,true,es,III,"5,5 km al S de la localidad de Los Matacos",R4,7,288,-25.546311,-59.442317,Media loma tendida,NA,NA,"seco, fresco",no uniforme,moderada,hídrica,pedregosidad,grado 0,Zapla,Za,NA,Formosa,NA,"Natrustalf mólico, limosa fina, mixta, hipertérmica",NA,NA,clase 1,NA,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma,7.9,131,112,NA,franco limoso
11731,4.9,22,2.4,8.4,8.7,7.5,NA,NA,NA,0.2,0.4,0.6,NA,NA,0.5,0.6,11.4,38.8,31.3,1.9,NA,NA,NA,15.4,NA,NA,NA,NA,31,NA,NA,0.14,NA,NA,NA,NA,NA,NA,10YR 3/2,10YR 5/2,CO3Ca x,NA,NA,NA,NA,grano suelto,NA,NA,,A/C,H,12556,gradual,suave,NA,2756,8/1692 C,40,50,Arenas de origen eólico,modal,1971-03-26,"Juncáceas, paja brava, rama negra",Las condiciones de humedad del perfil son Húmedo en el horizonte A/C y Empapado en el horizonte C. A los 40 cm aparece una napa de agua. Presenta discontinuidad alrededor de los 90 cm = M2.,true,sw,VII,A 10.8 km al ESE del cruce entre ruta Provincial 11 y Canal 7.,IR 063,3757-27-3,51,-37.615556,-57.264167,Litoral,Médano vivo,NA,mojado,uniforme,NA,acumulación,pedregosidad,grado 0,Villa Gesell,VG,"Es un suelo pardo grisáceo, poco profundo y con escaso desarrollo, de aptitud ganadera, se encuentra en un paisaje muy ondulado de Dunas Costeras, en posición de bajo, en la Subregión Llanuras Marinas, excesivamente drenado, formado sobre arenas de origen eólico, alcalinidad sódica desde la superficie, no salino, con pendientes de 0 a 1 %.",Buenos Aires,NA,"Udipsament ácuico, térmica",NA,NA,clase 2,tierra improductiva,normal,rápida,estancado,1 - 3%,clase 3,clase 1,bajo,8.2,16,0,2,arenoso
11732,1.3,22,2.4,8.4,8.8,8,NA,NA,NA,0.2,0.4,0.5,NA,NA,0.3,0.2,11.6,34.4,38.1,2.1,NA,NA,NA,13.1,NA,NA,NA,NA,30,NA,NA,0.06,NA,NA,NA,NA,NA,NA,10YR 5/2,10YR 6/3,CO3Ca xx,NA,NA,NA,NA,masiva,NA,NA,Ca en conchillas xx,C,E,12557,,,NA,2756,8/1692 C,40,50,Arenas de origen eólico,modal,1971-03-26,"Juncáceas, paja brava, rama negra",Las condiciones de humedad del perfil son Húmedo en el horizonte A/C y Empapado en el horizonte C. A los 40 cm aparece una napa de agua. Presenta discontinuidad alrededor de los 90 cm = M2.,true,sw,VII,A 10.8 km al ESE del cruce entre ruta Provincial 11 y Canal 7.,IR 063,3757-27-3,51,-37.615556,-57.264167,Litoral,Médano vivo,NA,mojado,uniforme,NA,acumulación,pedregosidad,grado 0,Villa Gesell,VG,"Es un suelo pardo grisáceo, poco profundo y con escaso desarrollo, de aptitud ganadera, se encuentra en un paisaje muy ondulado de Dunas Costeras, en posición de bajo, en la Subregión Llanuras Marinas, excesivamente drenado, formado sobre arenas de origen eólico, alcalinidad sódica desde la superficie, no salino, con pendientes de 0 a 1 %.",Buenos Aires,NA,"Udipsament ácuico, térmica",NA,NA,clase 2,tierra improductiva,normal,rápida,estancado,1 - 3%,clase 3,clase 1,bajo,8.4,40,16,NA,arenoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,4176,NA,NA,NA,1099,1099,160,70,NA,no modal,2006-01-01,Centeno cebada,"Fresco - La clasificación de este perfil se obtuvo del mapa taxonómico de INTA 1990, y no se realizó con datos de perfil, por lo que es orientativa",true,NA,NA,Cancela,La Llave 2,NA,NA,-34.577481,-67.969372,NA,NA,NA,NA,NA,NA,NA,NA,NA,La Llave ,Ll,NA,Mendoza,NA,Torripsamentes tipico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,0,NA,NA
